Date,Tweets
7/6/2020 11:59,"b'The President is now giving his address\n\nHe begins by thanking the organisations for the gesture,compassion shown i\xe2\x80\xa6 https://t.co/VcXbTICr62'"
7/6/2020 11:59,"b'RT @murray_nyc: @realDonaldTrump @NYGovCuomo @NYCMayor COVID-19 case numbers are rising in &gt;35 states across the nation. In the past week,\xe2\x80\xa6'"
7/6/2020 11:59,b'RT @mosesharding: Thread by @mosesharding: India banking sector set for two important events: (a) one-time Loan restructuring of Covid-19 i\xe2\x80\xa6'
7/6/2020 11:59,b'RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?'
7/6/2020 11:59,b'RT @CognitiveFin: The impact that COVID-19 has had on the fintech industry and how the present crisis will likely to play out for different\xe2\x80\xa6'
7/6/2020 11:59,"b'RT @Pontifex: The United Nations has called for an immediate, global ceasefire in order to face the Covid-19 pandemic and provide humanitar\xe2\x80\xa6'"
7/6/2020 11:59,b'@ProjectLincoln @realDonaldTrump Also most people (non racist ones) call it Coronavirus or COVID-19. Or just COVID.'
7/6/2020 11:59,"b'@Ramdev741 Hey, we\xc2\xa0would\xc2\xa0like\xc2\xa0to\xc2\xa0inform\xc2\xa0you\xc2\xa0that\xc2\xa0because\xc2\xa0of\xc2\xa0the\xc2\xa0high demand\xc2\xa0and\xc2\xa0the\xc2\xa0COVID-19\xc2\xa0situation\xc2\xa0prevailing\xc2\xa0i\xe2\x80\xa6 https://t.co/FWtHAa2w6p'"
7/6/2020 11:59,"b'RT @JonLemire: On Feb 6th, Trump stood before cameras to celebrate his impeachment acquittal. He believed a new chapter had begun\n\nIt had.\xe2\x80\xa6'"
7/6/2020 11:59,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:59,b'RT @TonmoyMP: 10th episode of #BeyondThePandemic webinar will be live on \n@albd1971 facebook page \xf0\x9f\x91\x87\nhttps://t.co/sNsnjlUj5u\n\nDate- 7th July\xe2\x80\xa6'
7/6/2020 11:59,"b'The West is ruled today by overwhelmingly Id (iotic) governments,"". \n\n#COVID__19 #worldsgonemad https://t.co/RI2gdrrqli'"
7/6/2020 11:59,b'RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?'
7/6/2020 11:59,"b'RT @StevePersonally: Have you seen the list of the top 22 covid-19 hotspots nationally. From start to finish, the list is of recognisable c\xe2\x80\xa6'"
7/6/2020 11:59,b'@ashokgehlot51 The situation is getting worse day by day and Govt wants to conduct exams. Does it make any sense?\nA\xe2\x80\xa6 https://t.co/kEoVdROfwJ'
7/6/2020 11:59,"b'RT @DWUhlfelderLaw: On May 20, 2020 Sean Hannity said DeSantis deserved an apology for criticism of his COVID-19 management. Today, Florida\xe2\x80\xa6'"
7/6/2020 11:59,"b'RT @arielhelwani: Jorge Masvidal passed his COVID-19 test. He will be leaving for Abu Dhabi tomorrow.\n\nAs a result, the UFC has officially\xe2\x80\xa6'"
7/6/2020 11:59,"b'RT @CNN: Despite claims that Florida traces every case of Covid-19, a CNN investigation found that health authorities in Florida, now the n\xe2\x80\xa6'"
7/6/2020 11:59,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:59,b'An article written by a friend and colleague (in French):\nRepression and Covid 19 in Iraqi Kurdistan\nAlso on her bl\xe2\x80\xa6 https://t.co/RmY7kjMyLG'
7/6/2020 11:59,"b'RT @JonLemire: On Feb 6th, Trump stood before cameras to celebrate his impeachment acquittal. He believed a new chapter had begun\n\nIt had.\xe2\x80\xa6'"
7/6/2020 11:59,"b'RT @MSNBC: Deaths from COVID-19 have now surpassed 130,000 in the U.S. as the total cases reach nearly 2.9M, according to John Hopkins Univ\xe2\x80\xa6'"
7/6/2020 11:59,b'No Covid-19 deaths reported in Scotland for three days  https://t.co/tSSFA0PsG7'
7/6/2020 11:59,b'Global report: #India becomes third worst-affected country as giant #Covid19 hospital opens https://t.co/RnB0YtNljD'
7/6/2020 11:59,"b'RT @deepa_driver: Thoughtful, well-researched article by @Williamrt and Laura Middag Alvarez re: the deployment of thermal imaging cameras\xe2\x80\xa6'"
7/6/2020 11:59,"b'RT @EM_RESUS: Do you personally know someone who has or had COVID-19? \n\nRT for YES, \xe2\x99\xa5\xef\xb8\x8f for NO.'"
7/6/2020 11:59,b'RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?'
7/6/2020 11:59,b'RT @drdavidsamadi: We must be clear.\n\nPlacing positive COVID-19 patients into nursing homes caused an incredible amount of unnecessary spre\xe2\x80\xa6'
7/6/2020 11:59,"b'RT @apexpaola: My boyfriend was diagnosed with COVID 19 yesterday, I asked if he needed anything and he deadass asked for a booty pic to mo\xe2\x80\xa6'"
7/6/2020 11:59,"b'""(Some) forecasting for COVID-19 has failed: a discussion of @nntaleb and Ioannidis @METRICStanford et al.""\xe2\x80\xa6 https://t.co/a7SaUdWMkC'"
7/6/2020 11:59,b'RT @orlandosentinel: Man in famous 9/11 photo dies from COVID-19 in Florida https://t.co/ghQHn0vMjO https://t.co/hJjGdbN6hE'
7/6/2020 11:59,b'RT @LancsVRN: Headteacher Siobhan Collingwood introduces COVID-19 Trauma-Informed Guidance for Schools document created jointly with Lancas\xe2\x80\xa6'
7/6/2020 11:59,"b'RT @InspirSolution: If we originally called COVID-19 the China Virus because it originated in China, seems fair that we rename it #TrumpVir\xe2\x80\xa6'"
7/6/2020 11:59,b'RT @Simranasiwal12: The situation is getting worse day by day and Govt wants to conduct exams. Does it make any sense?\nAre we immune to cov\xe2\x80\xa6'
7/6/2020 11:59,"b'RT @MAMusicEd: Massachusetts Arts Coalition ""Arts Education in the Time of a Pandemic: COVID-19 Reopening Guidelines for Massachusetts PreK\xe2\x80\xa6'"
7/6/2020 11:59,b'Free career counseling + training is available for #SanAntonio workers affected by #COVID19.\n\nTalked w/\xe2\x80\xa6 https://t.co/XiOX9HV5An'
7/6/2020 11:59,"b""RT @lesedimashale: I have tested positive for covid-19. I'm currently at home, trying to rest and keep the mind strong. There is times duri\xe2\x80\xa6"""
7/6/2020 11:59,"b'RT @cnnbrk: Broadway actor Nick Cordero, who had admirers across the world rallying for his recovery, dies at 41 after a battle with Covid-\xe2\x80\xa6'"
7/6/2020 11:59,b'Oxford University\xe2\x80\x99s two summer open days have taken place online for the first time this year as a result of Covid-\xe2\x80\xa6 https://t.co/P09XBuftAE'
7/6/2020 11:59,"b'@andyg2683 Hi Andy, thanks for contacting us. We are dealing with applications but it will take longer than usual a\xe2\x80\xa6 https://t.co/0Co9rGvdme'"
7/6/2020 11:59,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:59,b'@aatwatch @clsacteach @BBinIndy @PonyGirl_04 @FoxNews Battling other ailments which were CAUSED by Covid-19 you bloody idiot'
7/6/2020 11:59,b'#Chandigarh #Covid19 Updates \n \n\xe2\x9e\xa1\xef\xb8\x8fTotal number of samples found Positive till date-487\n \n\xe2\x9e\xa1\xef\xb8\x8fTotal number of COVID-19\xe2\x80\xa6 https://t.co/f0YfkjnoVP'
7/6/2020 11:59,b'RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?'
7/6/2020 11:59,"b'RT @Sangram0799: Respected Sir, Post covid-19 our community will be most vulnerable in Government and Private Sector.\nIt is humble Request\xe2\x80\xa6'"
7/6/2020 11:59,"b'RT @aseelaspage: At 4:45pm Saturday the 4th of July, \nThe predominantly African community living in 9 public housing apartments which equat\xe2\x80\xa6'"
7/6/2020 11:59,b'Governors too weak to stand up to @realdDonaldTrump and not smart enough to listen to the experts and use common se\xe2\x80\xa6 https://t.co/uWDsN5aKYh'
7/6/2020 11:59,b'RT @kylegriffin1: Broadway actor Nick Cordero died on Sunday after battling complications from COVID-19 for several months. He was 41. http\xe2\x80\xa6'
7/6/2020 11:59,"b'RT @snb19692: This government have shown their true ineptitude, contempt &amp; incompetence in 3 months dealing with Covid_19, nothing but lies\xe2\x80\xa6'"
7/6/2020 11:59,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:59,"b""RT @NHSEngland: NHS Chief Executive Sir Simon Stevens has today announced a ground-breaking online rehab service 'Your COVID Recovery' \xe2\x80\x94 if\xe2\x80\xa6"""
7/6/2020 11:59,b'Mariachi Mecca: Mexico\xe2\x80\x99s national heritage under threat from Covid-19 https://t.co/hQQTgvFjDZ'
7/6/2020 11:59,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:59,b'RT @Trinhnomics: Just in case. And you know that those that SURVIVE &amp; THRIVE during this Covid-19 are those that have SAVINGS &amp; have safety\xe2\x80\xa6'
7/6/2020 11:59,"b'RT @GMA: COVID-19: LATEST: https://t.co/vNmKV2UKen\n\n\xf0\x9f\xa6\xa0 37 states report an increases in new COVID-19 infections.\n\n\xf0\x9f\xa6\xa0 48,000+ new cases in the\xe2\x80\xa6'"
7/6/2020 11:59,b'RT @ZLHRLawyers: At least 12 nurses have been arrested by ZRP at Hre Hospital. They are charged with contravening sec 8(3)(a) of the Public\xe2\x80\xa6'
7/6/2020 11:59,"b'RT @Lrihendry: ME: Doctor, when do you think COVID-19 will be over? \n\nDOCTOR: I don\xe2\x80\x99t know, I\xe2\x80\x99m not much into politics.'"
7/6/2020 11:59,"b'RT @Hfizbhrdin: fakta yang aku tak rasa kita patut bangkang:\n\n1. Yes, The health ministry did a very good job in handling all the covid-19\xe2\x80\xa6'"
7/6/2020 11:59,"b""RT @ProjectLincoln: In the past 72 hours we've learned:\n\n1. Trump knew Putin was hunting our soldiers.\n2. Putin successfully killed our sol\xe2\x80\xa6"""
7/6/2020 11:59,b'RT @Crossbearer1956: Why We Should Not Be Concerned About Increasing COVID-19 Cases In Texas #HerdImmunity  https://t.co/XkAUaEAypM'
7/6/2020 11:59,"b'RT @rlmcelreath: Cats reacting to bad COVID-19 models, a short thread. [This is beneath me but I really need this right now let me have thi\xe2\x80\xa6'"
7/6/2020 11:59,b'RT @kylegriffin1: Broadway actor Nick Cordero died on Sunday after battling complications from COVID-19 for several months. He was 41. http\xe2\x80\xa6'
7/6/2020 11:59,"b'RT @murray_nyc: @realDonaldTrump @NYGovCuomo @NYCMayor COVID-19 CASES WAY UP\n\nThe pandemic is taking over multiple states, with cases surgi\xe2\x80\xa6'"
7/6/2020 11:59,b'RT @Nareshk88539795: The situation is getting worse day by day and Govt wants to conduct exams. Does it make any sense?\nAre we immune to co\xe2\x80\xa6'
7/6/2020 11:59,"b'German recovery from COVID-19 will be slow and painful, data shows https://t.co/2Ot4lUqCav https://t.co/CRNU7obIRu'"
7/6/2020 11:59,b'RT @HSBC: After the pandemic - HSBC\xe2\x80\x99s Stephen King explores how the impact of COVID-19 could\nreshape the global economy https://t.co/swFUOa\xe2\x80\xa6'
7/6/2020 11:59,b'RT @JamilSmith: We knew that COVID-19 hit black and Latino populations disproportionately. But new data made available after @nytimes sued\xe2\x80\xa6'
7/6/2020 11:59,"b""Like most people I have a complicated relationship with my hometown, but I'm so sad for Southampton right now and h\xe2\x80\xa6 https://t.co/8lrlRTSw2J"""
7/6/2020 11:59,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:59,b'RT @MaganoThe: Cheers \xf0\x9f\xa5\x82 \xf0\x9f\xa5\x82 \nTo us who stopped following COVID 19 updates \xf0\x9f\x92\x83\xf0\x9f\x8f\xbc\xf0\x9f\x92\x83\xf0\x9f\x8f\xbc\xf0\x9f\x92\x83\xf0\x9f\x8f\xbc\xf0\x9f\x92\x83\xf0\x9f\x8f\xbc\xf0\x9f\x92\x83\xf0\x9f\x8f\xbc\xf0\x9f\x92\x83\xf0\x9f\x8f\xbc\xf0\x9f\x92\x83\xf0\x9f\x8f\xbc\xf0\x9f\x92\x83\xf0\x9f\x8f\xbc'
7/6/2020 11:59,b'RT @narendramodi: Had a productive telephone conversation with President @jairbolsonaro about how India and Brazil can join forces against\xe2\x80\xa6'
7/6/2020 11:59,"b'RT @Lrihendry: ME: Doctor, when do you think COVID-19 will be over? \n\nDOCTOR: I don\xe2\x80\x99t know, I\xe2\x80\x99m not much into politics.'"
7/6/2020 11:59,b'RT @ParisDaguerre: Have you moved on?  https://t.co/JCOUbtcr5X'
7/6/2020 11:59,b'RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?'
7/6/2020 11:59,b'RT @Our_DA: The DA is in possession of what appears to be a govt document that describes the Covid-19 pandemic as an opportunity for the \xe2\x80\x9cm\xe2\x80\xa6'
7/6/2020 11:59,b'RT @aryan_meel: #Ruhspromotestudents \n\n#MCIPROMOTEMEDICOS \n\n@ashokgehlot51 @KalrajMishra @SachinPilot @RajGovOfficial @RaghusharmaINC \n\nFac\xe2\x80\xa6'
7/6/2020 11:59,b'It seems #Telangana Governor @DrTamilisaiGuv took the Covid-19 cases in the state seriously. She is interacting wit\xe2\x80\xa6 https://t.co/dGSGFNrZMc'
7/6/2020 11:59,"b""RT @LOLGOP: The millions of Americans who've gotten Covid-19 should know one thing for sure: \n\nThey all have a pre-existing condition that\xe2\x80\xa6"""
7/6/2020 11:59,b'RT @Citi973: Madagascar imposes lockdown amid rise in COVID-19 cases | More here: https://t.co/n937505lsn\n#CitiNewsroom #CitiCBS'
7/6/2020 11:59,"b'RT @HSBC: Frederic Neumann, Co-head of Asian Economics Research at HSBC, discusses with Nikkei Asian Review how the cost of inaction by pol\xe2\x80\xa6'"
7/6/2020 11:59,b'RT @covidpath: @DrEricDing This second image from a CDC journal is literally titled \xe2\x80\x9cCOVID-19 Outbreak Associated with Air Conditioning in\xe2\x80\xa6'
7/6/2020 11:59,b'RT @sierra289brown: like this tweet if you actually KNOW someone who currently has or had COVID-19........ just tryna see something \xf0\x9f\xa7\x90'
7/6/2020 11:59,b'Golden Corral is the latest big-name business trying to enforce an insurance claim over losses it says are linked t\xe2\x80\xa6 https://t.co/nVXT5FODkV'
7/6/2020 11:59,b'RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?'
7/6/2020 11:59,"b'RT @UN_News_Centre: \xe2\x80\x9cCOVID has brought fear, but women have responded by connecting to Mother Earth, to the teachings of their ancestors, b\xe2\x80\xa6'"
7/6/2020 11:59,b'@NatWest_Help That\xe2\x80\x99s not a problem. But this has been an ongoing issue way befor Covid-19. I remember tweeting this\xe2\x80\xa6 https://t.co/1COTdFTWON'
7/6/2020 11:59,b'RT @Our_DA: The DA is in possession of what appears to be a govt document that describes the Covid-19 pandemic as an opportunity for the \xe2\x80\x9cm\xe2\x80\xa6'
7/6/2020 11:59,b'RT @GeraldHarrisTV: BREAKING: Speaker of the Mississippi House of Representatives @PhilipGunnMS announced he and other House members have t\xe2\x80\xa6'
7/6/2020 11:59,"b'RT @PoliticalShort: Nightmare in New York: How Covid-19, BLM protests and a liberal mayor are turning the city into a no-go zone as murders\xe2\x80\xa6'"
7/6/2020 11:59,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:59,"b'RT @Lrihendry: ME: Doctor, when do you think COVID-19 will be over? \n\nDOCTOR: I don\xe2\x80\x99t know, I\xe2\x80\x99m not much into politics.'"
7/6/2020 11:59,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:59,b'\xf0\x9f\x98\xb7An update on how insurance companies are responding to COVID-19 now that we are entering phase 0\xc2\xa0\xf0\x9f\x98\xb7 -\xe2\x80\xa6 https://t.co/Lu8JKrvgWQ'
7/6/2020 11:59,"b""RT @aidilarazak: A reminder that a man had died in immigration detention. He didn't refuse testing, he had a doc from KKM showing he tested\xe2\x80\xa6"""
7/6/2020 11:59,b'Regional health leaders concerned about potential post-holiday spike in COVID-19 cases https://t.co/Hdnf2XLX6b'
7/6/2020 11:59,b'@NikolovScience @myearwood65 Just wanted to let you know that the flu is airborne and covid-19 is waterborne so yeh\xe2\x80\xa6 https://t.co/3JfCkA5Dhn'
7/6/2020 11:59,"b""RT @TheEconomist: America's death toll from covid-19 skews significantly younger than that of other countries https://t.co/s1om5LfPQW"""
7/6/2020 11:59,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:59,b'RT @RVAT2020: Donna is a former Republican from Indiana. She has seen the devastating impact of COVID-19 firsthand and is appalled by Trump\xe2\x80\xa6'
7/6/2020 11:59,"b'Respected Sir, Post covid-19 our community will be most vulnerable in Government and Private Sector.\nIt is humble R\xe2\x80\xa6 https://t.co/K82HkSkARi'"
7/6/2020 11:59,"b'RT @murray_nyc: @realDonaldTrump FACT CHECKING TRUMP\'S LIES\n\n1) It\'s called COVID-19, not the ""China Virus""\n\n2) Cases numbers are surging d\xe2\x80\xa6'"
7/6/2020 11:59,b'RT @thepostalmuseum: Have you received post during the pandemic that had a special meaning to you? Take part in our new project to document\xe2\x80\xa6'
7/6/2020 11:59,b'RT @SethAbramson: Those of us who care about our country must accept the possibility that too many Americans are selfish or stupid for us t\xe2\x80\xa6'
7/6/2020 11:59,"b'\xf0\x9f\xa6\x80\xf0\x9f\x92\x8a  ""Horseshoe crab blood is key to making a COVID-19 vaccine\xe2\x80\x94but the ecosystem may suffer"" via @NatGeo \xe2\x9e\xa1\xef\xb8\x8f\xe2\x80\xa6 https://t.co/vLFzLAZ9lg'"
7/6/2020 11:59,b'RT @Johnrashton47: \xf0\x9f\xa6\xa0GP calls for action after 125 of her care home patients die of Covid-19 | Coronavirus outbreak | The Guardian https://t\xe2\x80\xa6'
7/6/2020 11:59,"b'RT @InspirSolution: If we originally called COVID-19 the China Virus because it originated in China, seems fair that we rename it #TrumpVir\xe2\x80\xa6'"
7/6/2020 11:59,b'RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?'
7/6/2020 11:59,b'RT @MedicoMemer1: The situation is getting worse day by day and Govt wants to conduct exams. Does it make any sense?\nAre we immune to covid\xe2\x80\xa6'
7/6/2020 11:59,b'RT @Nareshk88539795: The situation is getting worse day by day and Govt wants to conduct exams. Does it make any sense?\nAre we immune to co\xe2\x80\xa6'
7/6/2020 11:59,"b""RT @SkyNewsBreak: Scotland's First Minister Nicola Sturgeon has announced no covid-19 deaths have been recorded in  the country in the last\xe2\x80\xa6"""
7/6/2020 11:59,"b'RT @DWUhlfelderLaw: It took 3 months for Florida to reach 100,000 COVID-19 cases. It took less than 2 weeks to go from 100,000 to 200,000 c\xe2\x80\xa6'"
7/6/2020 11:59,b'RT @VellaJimmie: COVID-19 hearing cessation of movement has been lifted and places of worship are now open. https://t.co/bjqoiMjmOD'
7/6/2020 11:59,"b'RT @MSNBC: ""The most patriotic thing you can do in America this weekend is stay home,"" says Dr. Corey H\xc3\xa9bert. ""The line between science and\xe2\x80\xa6'"
7/6/2020 11:59,"b'RT @Amy_Siskind: What you do with your Monday after a weekend of golf, and as more than 132,000 American have died in 4 months of Covid-19.\xe2\x80\xa6'"
7/6/2020 11:59,"b'RT @TweedieChap: Important Paper ! - Death in Covid-19 is primarily a consequence of immune-mediated, rather than pathogen mediated, organ\xe2\x80\xa6'"
7/6/2020 11:59,b'@CBSNews It seems that this brain destroying amoeba will finish the job started by Covid 19.'
7/6/2020 11:59,"b'RT @MohSya_FIQ: In the name of freedom of speech.\n\nAl Jazeera claimed that Malaysia being unfair, practicising racism toward imigrants in h\xe2\x80\xa6'"
7/6/2020 11:59,b'RT @inquirerdotnet: The DOH said that 127 foreign nationals in the country have been infected with COVID-19. | @DJEsguerraINQ https://t.co/\xe2\x80\xa6'
7/6/2020 11:59,b'RT @MaxCRoser: Different German cities made masks mandatory at different points in time. This study uses a synthetic control methodology an\xe2\x80\xa6'
7/6/2020 11:59,b'RT @STVNews: BREAKING: No coronavirus deaths have been reported in Scotland for 72 hours. https://t.co/ZgP5AK6iE8'
7/6/2020 11:59,"b""RT @CNNPolitics: FDA Commissioner Stephen Hahn, a member of the White House coronavirus task force, refuses to defend President Trump's unf\xe2\x80\xa6"""
7/6/2020 11:59,"b""RT @CNNPolitics: FDA Commissioner Stephen Hahn, a member of the White House coronavirus task force, refuses to defend President Trump's unf\xe2\x80\xa6"""
7/6/2020 11:59,b'The more Donald trump calls COVID-19 the \xe2\x80\x9cChinese virus\xe2\x80\x9d makes my point loud and clear that he is a racist peice of\xe2\x80\xa6 https://t.co/T4LITaEgWN'
7/6/2020 11:59,"b'RT @JoeBiden: COVID-19 is surging across the nation, and this president is doubling down on his efforts to rip health insurance and protect\xe2\x80\xa6'"
7/6/2020 11:59,"b'RT @JoeBiden: COVID-19 is surging across the nation, and this president is doubling down on his efforts to rip health insurance and protect\xe2\x80\xa6'"
7/6/2020 11:59,"b'RT @BoerboelUK: ANTIFA and Black Lives Matter leader, Micah Rhodes, who was found guilty of the statutory rapes of an underage girl and boy\xe2\x80\xa6'"
7/6/2020 11:59,"b""RT @winsh: This is a gentle reminder that your friends won't tell you when they test positive with covid-19. Wear a mask and treat everyone\xe2\x80\xa6"""
7/6/2020 11:59,b'RT @MaxCRoser: Different German cities made masks mandatory at different points in time. This study uses a synthetic control methodology an\xe2\x80\xa6'
7/6/2020 11:59,b'#Lockdown has been tough for millions of people so my workaholic wife decided to take it upon herself to put togeth\xe2\x80\xa6 https://t.co/wYSnUXMIrS'
7/6/2020 11:59,"b'Contribute a rapid review or request one for ""ARB/ACEI use and severe COVID-19: a nationwide case-control study"" (\xe2\x80\xa6 https://t.co/kwxvmAV6GI'"
7/6/2020 11:59,"b'RT @TheOldPathTV: Due to the COVID-19 Outbreak Control Measures in several countries, this event is only held virtually via Facebook, YouTu\xe2\x80\xa6'"
7/6/2020 11:59,b'RT @bluskyz: So baseball players will get tested for COVID-19 every two days. How often will teachers and students be tested?'
7/6/2020 11:59,b'RT @CNBCTV18Live: #COVID_19 India Updates | India crosses Russia &amp; is now the 3rd most affected country by COVID. National tally nears 7 lk\xe2\x80\xa6'
7/6/2020 11:59,b'Trump-Connected Lobbyists Cashed in on COVID-19: Watchdog https://t.co/y64VmbhAO4 via @thedailybeast'
7/6/2020 11:59,"b'RT @alfonslopeztena: Just 31% of Britons are wearing face masks, as are a mere 6% of Sweden\nhttps://t.co/2vr6AznByA https://t.co/8JWQRPpVjl'"
7/6/2020 11:59,"b'RT @OliverStuenkel: In the midst of the worst pandemic in a century, Brazil has not had a Minister of Health for the past 50 days. More tha\xe2\x80\xa6'"
7/6/2020 11:59,"b""RT @saahilmenghani: A 37 year old journalist jumped off from the 4th floor of Delhi's AIIMS trauma centre at 2 pm today. He was admitted to\xe2\x80\xa6"""
7/6/2020 11:59,"b'RT @OliverStuenkel: Brazil not only leads the world when it comes to new deaths attributed to Covid-19, it is also steadily nearing the top\xe2\x80\xa6'"
7/6/2020 11:59,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:59,"b'Nick Cordero, Broadway actor, dies at 41 after battle with Covid-19 https://t.co/JpBMMeC6wp #Entertainment\xe2\x80\xa6 https://t.co/p0z2HqGJFG'"
7/6/2020 11:59,"b'RT @EM_RESUS: Hi, ER Doc here.\n\nIf you think wearing a piece of cloth makes it \xe2\x80\x9chard to breathe\xe2\x80\x9d, then trust me you do NOT want COVID-19.'"
7/6/2020 11:59,b'RT @GeraldHarrisTV: BREAKING: Speaker of the Mississippi House of Representatives @PhilipGunnMS announced he and other House members have t\xe2\x80\xa6'
7/6/2020 11:59,"b'RT @JonLemire: On Feb 6th, Trump stood before cameras to celebrate his impeachment acquittal. He believed a new chapter had begun\n\nIt had.\xe2\x80\xa6'"
7/6/2020 11:59,"b'RT @Khush_boozing: After throwing birthday bash for 100, Hyderabad jeweller dies of COVID-19. Now all  the attendees are getting tested.\nIt\xe2\x80\xa6'"
